Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:21:00:47.003,61,0.0560910031,0.0919407383,0.0000000000,0.0910963267,0.0000000000,0.0809433386,0.0000000000,0.0569316782,0.0905089751,0.1228085533,0.0000000000,0.0000000000,0.0815316215,0.0000000000,0.0486130305,0.0000000000,0.0000000000,0.0909569710,0.0151841175,0.1073322371,0.0000000000,0.0000000000,0.0000000000,0.1392672062,0.1442573816,0.0000000000,0.0000000000,0.0448010750,0.0529090762,0.0914250612,0.1123016030,0.0304624736,0.0087570166,0.0233400296,0.0252260342,0.0288409255,0.0315580480,0.2863295674,0.2723259330,0.0931443945,0.0908120871,0.5977042913,0.5981020331,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0946982279,0.1088958979,0.0775628462,0.0734935924,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0676455796,0.0492269918,-0.0111418143,-0.0684676170,0.0493503660,-0.0079717636
20:21:00:48.003,61,0.0598518327,0.0902397186,0.0000000000,0.0797636658,0.0000000000,0.0821149722,0.0000000000,0.0604636371,0.0889283791,0.1101640686,0.0000000000,0.0000000000,0.0826747343,0.0000000000,0.0482565984,0.0000000000,0.0000000000,0.0925246775,0.0181464758,0.1117631048,0.0000000000,0.0000000000,0.0000000000,0.1291999817,0.1360017657,0.0000000000,0.0000000000,0.0443606004,0.0524171367,0.0917019024,0.1123164594,0.0301207136,0.0086897928,0.0285703130,0.0259207264,0.0285255648,0.0312723927,0.2645367980,0.2480725497,0.0928432271,0.0901014134,0.6233906150,0.6237348318,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0948925391,0.1091391146,0.0785759687,0.0737471059,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0606663972,0.0482720956,-0.0101585947,-0.0616048165,0.0483948216,-0.0070603820
20:21:00:49.003,61,0.0633489043,0.0927195922,0.0000000000,0.0597917959,0.0000000000,0.0836958811,0.0000000000,0.0638332888,0.0915812328,0.0883571953,0.0000000000,0.0000000000,0.0841940865,0.0000000000,0.0478444770,0.0000000000,0.0000000000,0.0937002525,0.0192261953,0.1134175062,0.0000000000,0.0000000000,0.0000000000,0.1238679215,0.1313913763,0.0000000000,0.0000000000,0.0436684825,0.0513202697,0.0914509073,0.1108393297,0.0294373222,0.0085433768,0.0301692765,0.0264245775,0.0280653760,0.0308364220,0.2583786249,0.2412903756,0.0927328467,0.0896157846,0.6502401829,0.6505485773,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0950652957,0.1093909070,0.0793556720,0.0740133300,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0485895053,0.0495349839,-0.0087888651,-0.0494930595,0.0496576279,-0.0055922437
20:21:00:51.003,61,0.0709297359,0.0867124200,0.0000000000,0.0513284951,0.0000000000,0.0879751742,0.0000000000,0.0713607743,0.0856844857,0.0788641647,0.0000000000,0.0000000000,0.0883673653,0.0000000000,0.0471271649,0.0000000000,0.0000000000,0.1006339565,0.0208616853,0.1180550009,0.0000000000,0.0000000000,0.0000000000,0.1202107817,0.1255418360,0.0000000000,0.0000000000,0.0424909666,0.0499021709,0.0915312767,0.1097132042,0.0285457969,0.0082684420,0.0322877653,0.0275815390,0.0271849036,0.0300303809,0.2536245286,0.2360085696,0.0924500600,0.0885059983,0.6690433621,0.6693261862,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0958167166,0.1101919934,0.0864585042,0.0757722706,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0433789119,0.0463001207,-0.0078167729,-0.0443764366,0.0464219749,-0.0048433715
20:21:00:52.003,61,0.0883518383,0.1068842411,0.0000000000,0.0391688906,0.0000000000,0.0891625658,0.0000000000,0.0886908397,0.1058868170,0.0654897168,0.0000000000,0.0000000000,0.0895296782,0.0000000000,0.0468183346,0.0000000000,0.0000000000,0.1027188003,0.0218476858,0.1214720532,0.0000000000,0.0000000000,0.0000000000,0.1212911606,0.1240817606,0.0000000000,0.0000000000,0.0419613048,0.0493091606,0.0913134441,0.1090450361,0.0280647557,0.0082534766,0.0331438258,0.0282218345,0.0269665606,0.0298391469,0.2528067529,0.2350465059,0.0926091373,0.0881323889,0.6719963551,0.6722787023,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0992119312,0.1126568168,0.0969552323,0.0827676877,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0358575284,0.0570640936,-0.0078714751,-0.0369713306,0.0571868569,-0.0041911555
20:21:00:53.002,61,0.0905648991,0.1022011787,0.0000000000,0.0405201353,0.0000000000,0.0900323242,0.0000000000,0.0908778682,0.1012108698,0.0668776259,0.0000000000,0.0000000000,0.0903786197,0.0000000000,0.0465899780,0.0000000000,0.0000000000,0.1039393842,0.0244784001,0.1266615689,0.0000000000,0.0000000000,0.0000000000,0.1127947420,0.0978588685,0.0000000000,0.0000000000,0.0413190611,0.0486023985,0.0915383101,0.1087503284,0.0279286299,0.0081894789,0.0402328782,0.0312650390,0.0266363919,0.0295291152,0.2437839210,0.2241082489,0.0927453488,0.0877592713,0.6672887206,0.6676399708,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1005279720,0.1136400476,0.1007573232,0.0854182467,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0366539881,0.0545621291,-0.0077486760,-0.0377975963,0.0546845049,-0.0042394456
20:21:00:54.003,61,0.0914997905,0.1006349921,0.0000000000,0.0497460105,0.0000000000,0.0907046571,0.0000000000,0.0918420106,0.0995615795,0.0769843832,0.0000000000,0.0000000000,0.0910406262,0.0000000000,0.0464888550,0.0000000000,0.0000000000,0.1102410182,0.0254923701,0.1353638917,0.0000000000,0.0000000000,0.0000000000,0.1057038605,0.0905570164,0.0000000000,0.0000000000,0.0406246223,0.0479162596,0.0918945968,0.1085434258,0.0276258644,0.0080323312,0.0424294844,0.0338070467,0.0261402503,0.0290732924,0.2416199148,0.2213525325,0.0975998342,0.0883759111,0.6540489197,0.6544846296,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1017844751,0.1163976490,0.1029106602,0.0870211720,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0422492474,0.0537442937,-0.0084010381,-0.0433885083,0.0538666844,-0.0049496535
20:21:00:55.003,61,0.0923085064,0.1013221294,0.0000000000,0.0515933894,0.0000000000,0.0951729789,0.0000000000,0.0926458389,0.1002278849,0.0790004358,0.0000000000,0.0000000000,0.0955070034,0.0000000000,0.0465975478,0.0000000000,0.0000000000,0.1160422787,0.0263541434,0.1449699253,0.0000000000,0.0000000000,0.0000000000,0.0943179950,0.0820528641,0.0000000000,0.0000000000,0.0397223607,0.0471571684,0.0921234116,0.1082811877,0.0273196604,0.0079054236,0.0438210443,0.0362084284,0.0255954079,0.0285283178,0.2403227389,0.2198623419,0.0994823501,0.0888217986,0.6535722613,0.6539699435,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1089796945,0.1246063188,0.1065030172,0.0893560424,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0433587879,0.0541163757,-0.0085817631,-0.0445059873,0.0542388111,-0.0051074964
20:21:00:57.003,61,0.0922554061,0.1123835519,0.0000000000,0.0700311214,0.0000000000,0.0971099511,0.0000000000,0.0925649330,0.1110538021,0.0990976840,0.0000000000,0.0000000000,0.0974264592,0.0000000000,0.0472053438,0.0020313945,0.0000000000,0.1377052218,0.0315814242,0.2014172226,0.0098438142,0.0000000000,0.0000000000,0.0652705207,0.0482455269,0.0000000000,0.0000000000,0.0376037024,0.0448275171,0.0929068178,0.1079690456,0.0266783964,0.0078007816,0.0457161367,0.0414745770,0.0244217254,0.0271444935,0.2357013822,0.2161716521,0.1080855951,0.0911401287,0.6339091063,0.6341570020,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1257269681,0.1376309395,0.1148541197,0.0933669955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0543800592,0.0600898489,-0.0106711183,-0.0556397028,0.0602130592,-0.0068238764
20:21:00:58.003,61,0.0926716998,0.1117346585,0.0000000000,0.0596652701,0.0000000000,0.0974371061,0.0000000000,0.0929630920,0.1105130762,0.0877536684,0.0000000000,0.0000000000,0.0977380872,0.0000000000,0.0475845598,0.0029425710,0.0000000000,0.1438678354,0.0332268849,0.2055437416,0.0140425935,0.0000000000,0.0000000000,0.0584358908,0.0416027866,0.0000000000,0.0000000000,0.0366835929,0.0438416190,0.0984594151,0.1104192808,0.0262945648,0.0075590238,0.0464202203,0.0433833823,0.0234971438,0.0259239767,0.2334934771,0.2148899585,0.1104831174,0.0920634419,0.6284964681,0.6287257075,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1313286424,0.1417393088,0.1168322936,0.0944002718,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0481208041,0.0597090349,-0.0097791031,-0.0493680276,0.0598320812,-0.0059501356
20:21:01:00.003,61,0.1186781377,0.1202877462,0.0000000000,0.0852743983,0.0000000000,0.0997949466,0.0000000000,0.1190706491,0.1187719926,0.1150519848,0.0000000000,0.0000000000,0.1000543088,0.0000000000,0.0491146706,0.0035804743,0.0000000000,0.1665149480,0.0649240613,0.2316338420,0.0348563641,0.0000000000,0.0000000000,0.0102646509,0.0050947648,0.0000000000,0.0000000000,0.0354520753,0.0425246172,0.1301536709,0.1417016238,0.0258308258,0.0073387870,0.0503017306,0.0469070673,0.0223214217,0.0245173853,0.2005613446,0.1900434941,0.1101007164,0.0909551233,0.5740057826,0.5743665695,0.0052287448,0.0000000000,0.0000000000,0.0000000000,0.1620805860,0.1680137515,0.1283717155,0.1032742113,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0631217733,0.0643821284,-0.0123696830,-0.0648344606,0.0645048618,-0.0083094155
20:21:01:01.003,61,0.1242208853,0.1132960543,0.0000000000,0.0514124259,0.0000000000,0.1004183218,0.0000000000,0.1246374473,0.1121622548,0.0780325755,0.0000000000,0.0000000000,0.1006618068,0.0000000000,0.0496063307,0.0034732770,0.0000000000,0.1719003022,0.0736761242,0.2375926226,0.0399440490,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0348467976,0.0418411978,0.1381865740,0.1510601640,0.0256133582,0.0070912321,0.0533341281,0.0481423289,0.0217816271,0.0238866154,0.1930675358,0.1837096959,0.1080164611,0.0896536708,0.5654558539,0.5658340454,0.0084241815,0.0000000000,0.0000000000,0.0000000000,0.1683723330,0.1722226739,0.1422185451,0.1145487428,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0427417159,0.0605224892,-0.0091275070,-0.0443696082,0.0606444329,-0.0052924855
20:21:01:01.013,61,0.1242208853,0.1132960543,0.0000000000,0.0514124259,0.0000000000,0.1004183218,0.0000000000,0.1246374473,0.1121622548,0.0780325755,0.0000000000,0.0000000000,0.1006618068,0.0000000000,0.0496063307,0.0034732770,0.0000000000,0.1719003022,0.0736761242,0.2375926226,0.0399440490,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0348467976,0.0418411978,0.1381865740,0.1510601640,0.0256133582,0.0070912321,0.0533341281,0.0481423289,0.0217816271,0.0238866154,0.1930675358,0.1837096959,0.1080164611,0.0896536708,0.5654558539,0.5658340454,0.0084241815,0.0000000000,0.0000000000,0.0000000000,0.1683723330,0.1722226739,0.1422185451,0.1145487428,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0427417159,0.0605224892,-0.0091275070,-0.0443696082,0.0606444329,-0.0052924855
20:21:01:02.005,61,0.1272054166,0.1118564755,0.0000000000,0.0549495183,0.0000000000,0.1009952500,0.0000000000,0.1276217103,0.1106926426,0.0819561481,0.0000000000,0.0000000000,0.1012322307,0.0000000000,0.0501805805,0.0038634988,0.0000000000,0.1798924059,0.1008839309,0.2407281250,0.0462301858,0.0047016861,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0341895744,0.0411079898,0.1438998580,0.1552810073,0.0258013438,0.0070946375,0.0548579879,0.0487066135,0.0212023836,0.0232326463,0.1866386384,0.1742326021,0.0940298811,0.0779946819,0.5430614352,0.5432998538,0.0101229306,0.0000000000,0.0000000000,0.0000000000,0.1709778160,0.1741673797,0.1466476768,0.1183783486,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0449184179,0.0597616956,-0.0093491282,-0.0465136282,0.0598836839,-0.0055616372
20:21:01:05.003,61,0.1475763172,0.1141353548,0.0000000000,0.0720090345,0.0000000000,0.1117489338,0.0000000000,0.1477671862,0.1127860397,0.1007285118,0.0000000000,0.0000000000,0.1120706573,0.0000000000,0.0557622761,0.0049394364,0.0000000000,0.2154084146,0.1248426586,0.2497758269,0.0649066940,0.0158256236,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0327713117,0.0394621044,0.1684361398,0.1792037636,0.0283879098,0.0076501165,0.0618797094,0.0498492382,0.0198766515,0.0217545386,0.1804795116,0.1665920466,0.0780692846,0.0636883378,0.5003191829,0.5005034804,0.0201575980,0.0000000000,0.0000000000,0.0000000000,0.1798337698,0.1856211275,0.1505345702,0.1220697612,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0552666336,0.0610352531,-0.0108963326,-0.0568311140,0.0611577630,-0.0070291008
20:21:01:06.003,61,0.1441039741,0.1065731570,0.0000000000,0.0888012797,0.0000000000,0.1129485294,0.0000000000,0.1441975832,0.1051011011,0.1189391837,0.0000000000,0.0000000000,0.1132891625,0.0000000000,0.0585369244,0.0063539594,0.0000000000,0.2223336548,0.1335915625,0.2511052787,0.0668612421,0.0260123946,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0324294157,0.0390775576,0.1710886806,0.1807680577,0.0300432760,0.0080648391,0.0625784546,0.0498680063,0.0193818174,0.0212130155,0.1797143519,0.1654539257,0.0765375346,0.0619879104,0.4755977392,0.4756605625,0.0210549664,0.0000000000,0.0000000000,0.0000000000,0.1806275249,0.1861864775,0.1503601074,0.1220290661,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0653859079,0.0570544079,-0.0118026268,-0.0670219362,0.0571765304,-0.0082173618
20:21:01:08.003,61,0.1550067961,0.1042937115,0.0000000000,0.1038509831,0.0000000000,0.1154237911,0.0000000000,0.1551055610,0.1026910320,0.1352612227,0.0000000000,0.0000000000,0.1158158705,0.0000000000,0.0632836446,0.0088772113,0.0000000000,0.2272085547,0.1431528628,0.2532678246,0.0724957883,0.0312681682,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0026747701,0.0315336958,0.0381162688,0.1726371050,0.1809831113,0.0376068689,0.0091011636,0.0633625388,0.0496448539,0.0184716452,0.0202564038,0.1772319525,0.1619659960,0.0737512931,0.0587857254,0.4578777850,0.4579690993,0.0249533821,0.0000000000,0.0000000000,0.0000000000,0.1797975451,0.1855899841,0.1460858136,0.1205110550,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0744231492,0.0559045896,-0.0128541570,-0.0761438981,0.0560266078,-0.0093648937
20:21:01:09.003,61,0.1542392969,0.0976461917,0.0000000000,0.1012152508,0.0000000000,0.1177176833,0.0000000000,0.1543392837,0.0961097106,0.1324801594,0.0000000000,0.0000000000,0.1181024462,0.0000000000,0.0643488690,0.0095800795,0.0000000000,0.2283720970,0.1501711756,0.2500260770,0.0807745755,0.0323309228,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046334523,0.0311537795,0.0376743712,0.1732939929,0.1812146008,0.0387882590,0.0097211115,0.0635275096,0.0492299199,0.0180906840,0.0198417380,0.1756602824,0.1599243134,0.0677273646,0.0539018400,0.4444805384,0.4445605576,0.0252613109,0.0000000000,0.0000000000,0.0000000000,0.1792288721,0.1847453713,0.1394049823,0.1156088933,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0729448795,0.0523303673,-0.0122014508,-0.0745764151,0.0524521321,-0.0089341467
20:21:01:10.003,61,0.1530373245,0.0936027989,0.0000000000,0.1237974986,0.0000000000,0.1232316568,0.0000000000,0.1531069428,0.0918884501,0.1568268239,0.0000000000,0.0000000000,0.1236771569,0.0000000000,0.0651905984,0.0105058523,0.0000000000,0.2293780148,0.1628321111,0.2480794489,0.0946925879,0.0331659168,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0074061155,0.0308056530,0.0372914299,0.1739073694,0.1812750399,0.0406672992,0.0109203486,0.0639728680,0.0488635674,0.0178437531,0.0195811838,0.1707428247,0.1552501023,0.0622998141,0.0496732928,0.4383623600,0.4384384155,0.0252257362,0.0000000000,0.0000000000,0.0000000000,0.1788329482,0.1842089891,0.1361198127,0.1137277931,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0864411294,0.0502833351,-0.0136380307,-0.0882779509,0.0504047573,-0.0105454186
20:21:01:11.003,61,0.1701145917,0.0945071578,0.0000000000,0.1015238762,0.0000000000,0.1307855844,0.0000000000,0.1706999242,0.0929911509,0.1326526701,0.0000000000,0.0000000000,0.1313972920,0.0000000000,0.0675857589,0.0111674545,0.0000000000,0.2301039994,0.1672632098,0.2469053119,0.0977930129,0.0336286947,0.0000000000,0.0000000000,0.0000000000,0.0106390379,0.0256329719,0.0303676147,0.0368012562,0.1778151095,0.1830632985,0.0438547693,0.0116600264,0.0643779039,0.0485198908,0.0175329689,0.0192555841,0.1689216048,0.1535516232,0.0598033778,0.0475995466,0.4371474087,0.4372493327,0.0254494809,0.0000000000,0.0000000000,0.0000000000,0.1787025332,0.1839749962,0.1345723122,0.1127726510,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0730672032,0.0506505594,-0.0120017529,-0.0747766495,0.0507719070,-0.0088549834
20:21:01:13.004,61,0.1427149922,0.0820974335,0.0000000000,0.1329489946,0.0000000000,0.1362643242,0.0000000000,0.1422902346,0.0803922042,0.1665134579,0.0000000000,0.0000000000,0.1369337142,0.0000000000,0.0691230968,0.0118909720,0.0000000000,0.2300496995,0.1719001681,0.2393894643,0.1003893167,0.0346518978,0.0000000000,0.0000000000,0.0000000000,0.0138472337,0.0332198814,0.0295563694,0.0358457789,0.1785918325,0.1813324690,0.0464055166,0.0131559595,0.0642783716,0.0471461229,0.0169105548,0.0185966995,0.1619870812,0.1470387876,0.0567312613,0.0446667410,0.3876067698,0.3877048790,0.0252292547,0.0000000000,0.0000000000,0.0000000000,0.1778302640,0.1803665459,0.1295127124,0.1080943719,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0919064879,0.0441671312,-0.0134258904,-0.0938850418,0.0442875922,-0.0107562533
20:21:01:14.004,61,0.1657523364,0.0874634087,0.0000000000,0.1127780750,0.0000000000,0.1374248713,0.0000000000,0.1665364504,0.0858952925,0.1447055340,0.0000000000,0.0000000000,0.1380868554,0.0000000000,0.0693660304,0.0116789183,0.0000000000,0.2299315035,0.1692082584,0.2306882292,0.0755341947,0.0343838222,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0206185859,0.0294278860,0.0356918201,0.1787250489,0.1815499514,0.0473495834,0.0135893971,0.0638671443,0.0464408286,0.0165917594,0.0182561278,0.1614008397,0.1465967149,0.0561718158,0.0441063270,0.4089561105,0.4090810418,0.0252319425,0.0000000000,0.0000000000,0.0000000000,0.1789238453,0.1806162447,0.1291913986,0.1076436862,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0797933191,0.0469324589,-0.0123496968,-0.0816284791,0.0470532104,-0.0094692139
20:21:01:15.004,61,0.1683758944,0.0787602887,0.0000000000,0.0950312093,0.0000000000,0.1384539753,0.0000000000,0.1690780520,0.0774047077,0.1254219711,0.0000000000,0.0000000000,0.1391070932,0.0000000000,0.0693779513,0.0116406363,0.0000000000,0.2296870053,0.1702573001,0.2290532440,0.1196759194,0.0347785875,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0220147967,0.0289775319,0.0351521298,0.1739773154,0.1766972840,0.0482354350,0.0139689306,0.0690737590,0.0465031043,0.0165935680,0.0182512775,0.1589533389,0.1452288926,0.0555483736,0.0434546322,0.4452116489,0.4453112483,0.0253557079,0.0000000000,0.0000000000,0.0000000000,0.1825344712,0.1844037622,0.1354869306,0.1109048128,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0691954494,0.0421875417,-0.0104617402,-0.0709021464,0.0423076302,-0.0078665167
20:21:01:16.004,61,0.1667327732,0.0713249445,0.0000000000,0.0927484706,0.0000000000,0.1394503415,0.0000000000,0.1675238162,0.0700354055,0.1228810474,0.0000000000,0.0000000000,0.1401181668,0.0000000000,0.0696542785,0.0118813468,0.0000000000,0.2309179455,0.1841895729,0.2236399055,0.1223257929,0.0352101251,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0217510872,0.0287268572,0.0348418131,0.1738583148,0.1757903248,0.0520661995,0.0146873780,0.0702027678,0.0459590182,0.0163991414,0.0180673487,0.1582706720,0.1448576748,0.0525041856,0.0414478779,0.4168238640,0.4169436693,0.0237769056,0.0000000000,0.0000000000,0.0000000000,0.1831870824,0.1852334142,0.1355672330,0.1112379059,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0678450167,0.0381964371,-0.0098131727,-0.0695436373,0.0383160040,-0.0074775144
20:21:01:18.004,61,0.1664973795,0.0701378584,0.0000000000,0.1262716353,0.0000000000,0.1470287889,0.0000000000,0.1673063934,0.0685786605,0.1592778563,0.0000000000,0.0000000000,0.1476993263,0.0000000000,0.0705081671,0.0120651880,0.0000000000,0.2270044833,0.1887896657,0.2126878053,0.0842318162,0.0353039913,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0202652868,0.0285559241,0.0346505158,0.1730651557,0.1748452783,0.0594164170,0.0161460768,0.0703649297,0.0448612571,0.0162443090,0.0179184154,0.1572792083,0.1443156600,0.0503942333,0.0397778377,0.3971378207,0.3972780406,0.0225223862,0.0000000000,0.0000000000,0.0000000000,0.1890325695,0.1934369355,0.1356821954,0.1114242300,0.0000041810,0.0000000000,0.0000000000,0.0000000000,-0.0880080312,0.0377154052,-0.0120380223,-0.0898932144,0.0378351286,-0.0097739594
20:21:01:19.004,61,0.1659858376,0.0591231585,0.0000000000,0.0985823348,0.0000000000,0.1570712626,0.0000000000,0.1667599678,0.0578588806,0.1294275373,0.0000000000,0.0000000000,0.1576461941,0.0000000000,0.0708223954,0.0120203272,0.0000000000,0.2265526354,0.1896251440,0.1997715682,0.0801094621,0.0425103083,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0204569697,0.0284631439,0.0344728380,0.1728632599,0.1744086295,0.0630101189,0.0166777764,0.0703536794,0.0444430262,0.0161103792,0.0177759733,0.1568086743,0.1437576711,0.0497577414,0.0390661582,0.3995783031,0.3996587396,0.0220059529,0.0000000000,0.0000000000,0.0000000000,0.2063020766,0.2014824152,0.1360471100,0.1115463451,0.0000222029,0.0000000000,0.0000000000,0.0000000000,-0.0715598911,0.0316840857,-0.0094143730,-0.0731275901,0.0318032727,-0.0074942266
20:21:01:20.004,61,0.1574562192,0.0550920889,0.0000000000,0.0961544961,0.0000000000,0.1607537568,0.0000000000,0.1581575572,0.0538724884,0.1267707646,0.0000000000,0.0000000000,0.1613734663,0.0000000000,0.0711708441,0.0120468037,0.0000000000,0.2261007875,0.1899929196,0.1963739246,0.0784999132,0.0438975133,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0206317604,0.0283729471,0.0343625657,0.1728781313,0.1744604111,0.0643469095,0.0171996523,0.0701454952,0.0440655053,0.0159957185,0.0176528245,0.1565872878,0.1436452121,0.0491444170,0.0384866558,0.3990695775,0.3991413414,0.0215046220,0.0000000000,0.0000000000,0.0000000000,0.2106093466,0.2042235434,0.1350864619,0.1111482754,0.0000227876,0.0000000000,0.0000000000,0.0000000000,-0.0701160580,0.0295156837,-0.0089891776,-0.0716666430,0.0296345651,-0.0072081615
20:21:01:22.004,61,0.1437807828,0.0499462597,0.0000000000,0.1015878618,0.0000000000,0.1629017293,0.0000000000,0.1445916891,0.0487174019,0.1327177286,0.0000000000,0.0000000000,0.1635462642,0.0000000000,0.0718668997,0.0121294521,0.0000000000,0.2248175293,0.1958861202,0.1927597225,0.0809517279,0.0442601182,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181136858,0.0283502545,0.0343201384,0.1718448699,0.1733067632,0.0715854615,0.0202497095,0.0702208504,0.0432209857,0.0161180720,0.0178478789,0.1557105035,0.1431657374,0.0469490327,0.0371143930,0.3995824754,0.3996555805,0.0202925000,0.0000000000,0.0000000000,0.0000000000,0.2112452239,0.2071137130,0.1344118416,0.1109738201,0.0000300427,0.0000000000,0.0000000000,0.0000000000,-0.0734481514,0.0267800614,-0.0089895856,-0.0749849230,0.0268987417,-0.0073891561
20:21:01:23.004,61,0.1591407657,0.0427351296,0.0000000000,0.0867721066,0.0000000000,0.1873510033,0.0000000000,0.1628481746,0.0416598544,0.1166581884,0.0000000000,0.0000000000,0.1884709299,0.0000000000,0.0733362585,0.0119745890,0.0000000000,0.2248646617,0.2019069493,0.1921724677,0.0818412453,0.0438546874,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0179955810,0.0283394363,0.0343145393,0.1716073900,0.1731485575,0.0737827718,0.0221759062,0.0704148412,0.0428719893,0.0163603611,0.0181390066,0.1555423588,0.1432671398,0.0460288860,0.0364130288,0.4037477672,0.4038508832,0.0192925762,0.0000000000,0.0000000000,0.0000000000,0.2177240252,0.2295258194,0.1347263604,0.1114589572,0.0000095161,0.0000000000,0.0000000000,0.0000000000,-0.0645907968,0.0228657797,-0.0076168007,-0.0660030693,0.0229839906,-0.0062535540
20:21:01:24.014,61,0.1643922329,0.0537220798,0.0000000000,0.0989534035,0.0000000000,0.1950160712,0.0000000000,0.1676298678,0.0524859056,0.1300403327,0.0000000000,0.0000000000,0.1962338984,0.0000000000,0.0766945556,0.0117037967,0.0000000000,0.2244771570,0.2054866403,0.1865143776,0.0845068172,0.0436683819,0.0000000000,0.0000000000,0.0000000000,0.0034284571,0.0222518723,0.0282002967,0.0341281444,0.1695321202,0.1714239866,0.0920109227,0.0242298432,0.0787081867,0.0429717898,0.0169173107,0.0187287368,0.1506476551,0.1416501850,0.0436612815,0.0346306264,0.4114750028,0.4115667641,0.0185302161,0.0000000000,0.0000000000,0.0000000000,0.2344489843,0.2389990091,0.1366387010,0.1132642850,0.0001105026,0.0000000000,0.0000000000,0.0000000000,-0.0719377548,0.0287922099,-0.0090892520,-0.0733714923,0.0289113671,-0.0073448857
